Tours,INDRE ET LOIRE,CENTRE VAL DE LOIRE,2342.243815,129.6592566,117.2429366,130.6866175
Vitrolles,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,2034.774714,128.4616571,127.9607002,130.6731887
Felce,HAUTE CORSE,CORSE,51,127.665999,122.5965234,130.6707755
Montpellier,HERAULT,OCCITANIE,2808.813927,123.4926825,111.6050297,130.6629863
Saint-Étienne,LOIRE,AUVERGNE RHONE ALPES,1439.246371,129.4676343,120.4397771,130.658818
Gonfreville-l'Orcher,SEINE MARITIME,NORMANDIE,2098.387049,126.1999896,117.306167,130.6535706
Orléans,LOIRET,CENTRE VAL DE LOIRE,3319.144574,130.1847111,123.2420165,130.6457222
Auch,GERS,OCCITANIE,1295.983628,137.6596548,122.6417053,130.6263643
Perpignan,PYRENEES ORIENTALES,OCCITANIE,2585.119547,132.3399518,126.1838601,130.6255245
Honfleur,CALVADOS,NORMANDIE,302.5707029,129.9619856,125.9048744,130.6238515
Tauriac-de-Camarès,AVEYRON,OCCITANIE,45,145.6326419,121.6372621,130.616384
Brest,FINISTERE,BRETAGNE,1994.62494,128.4663908,110.8890895,130.6128909
Paris 19e Arrondissement,PARIS,ILE DE FRANCE,1413.134734,126.7270467,125.2985181,130.6072525
Le Blanc-Mesnil,SEINE SAINT DENIS,ILE DE FRANCE,2066.398997,121.0814292,125.7834784,130.5995994
Châtellerault,VIENNE,NOUVELLE AQUITAINE,1243.521202,130.5473109,125.4025892,130.5973232
Échirolles,ISERE,AUVERGNE RHONE ALPES,1944.105757,133.8342785,122.9926216,130.5935634
Vichy,ALLIER,AUVERGNE RHONE ALPES,1810.094219,120.4818995,113.7290018,130.5892385
Clermont-Ferrand,PUY DE DOME,AUVERGNE RHONE ALPES,5384.615018,127.5232968,113.7392201,130.5889656
Rahon,DOUBS,BOURGOGNE FRANCHE COMTE,128,130.515519,163.1496412,130.5657317
Chambéry,SAVOIE,AUVERGNE RHONE ALPES,1608.773357,134.363385,128.4434488,130.5654669
Brest,FINISTERE,BRETAGNE,1946.774959,129.4879378,117.5410238,130.562499
Saint-Étienne,LOIRE,AUVERGNE RHONE ALPES,2511.875423,131.6685046,120.9090307,130.5593763
Bourges,CHER,CENTRE VAL DE LOIRE,2460.114597,125.4534188,121.9359401,130.5469915
Châtillon-sur-Seine,COTE D'OR,BOURGOGNE FRANCHE COMTE,1730,131.9073125,126.5000946,130.5465812
Grenoble,ISERE,AUVERGNE RHONE ALPES,1599.70824,132.89426,115.8881335,130.5438314
Chenôve,COTE D'OR,BOURGOGNE FRANCHE COMTE,1035.28409,131.2356761,123.3805583,130.5404882
Vierzon,CHER,CENTRE VAL DE LOIRE,1835.736122,127.649968,114.8563365,130.5393489
Écully,RHONE,AUVERGNE RHONE ALPES,2249.709421,121.0206297,115.9100169,130.5359709
Nanterre,HAUTS DE SEINE,ILE DE FRANCE,1817.066833,134.4828885,125.7278726,130.5317006
Cassignas,LOT ET GARONNE,NOUVELLE AQUITAINE,123,129.2835889,128.201255,130.5263365
Paris 15e Arrondissement,PARIS,ILE DE FRANCE,2750.356377,122.1627102,125.4724437,130.5240458
Bagnols-sur-Cèze,GARD,OCCITANIE,2733.554631,129.7566982,137.3778382,130.5191432
Reims,MARNE,GRAND EST,2433.08666,126.2499726,114.4055598,130.5188364
Vandoeuvre-lès-Nancy,MEURTHE ET MOSELLE,GRAND EST,1772.661642,125.3745179,113.7881054,130.5146296
Firminy,LOIRE,AUVERGNE RHONE ALPES,2249.460868,128.0839702,120.180115,130.4950154
Amiens,SOMME,HAUTS DE FRANCE,2978.056749,128.4886943,112.7470555,130.493053
Rennes,ILLE ET VILAINE,BRETAGNE,2145.541802,127.5946733,117.9824824,130.4868009
Dreux,EURE ET LOIR,CENTRE VAL DE LOIRE,3193.372204,136.6274335,136.5281643,130.4776743
Valognes,MANCHE,NORMANDIE,66.72205466,131.5143931,143.3927163,130.4756248
Saint-Affrique,AVEYRON,OCCITANIE,2365.920133,141.6187346,132.5847864,130.4658436
Vaufrey,DOUBS,BOURGOGNE FRANCHE COMTE,159,129.5488093,140.8136456,130.4621864
Paris 7e Arrondissement,PARIS,ILE DE FRANCE,2553.080128,114.3045619,126.1327749,130.4608708
Bellac,HAUTE VIENNE,NOUVELLE AQUITAINE,2466.266701,125.0799279,125.9902505,130.4604319
Le Grand-Quevilly,SEINE MARITIME,NORMANDIE,1315.137866,126.999563,118.178346,130.4388575
Poitiers,VIENNE,NOUVELLE AQUITAINE,1402.582388,130.9867109,121.9777164,130.4218097
Bayeux,CALVADOS,NORMANDIE,1893.517109,129.4289476,130.3186305,130.413644
Fécamp,SEINE MARITIME,NORMANDIE,1640.441248,127.7514748,122.0123135,130.4106844
Nevers,NIEVRE,BOURGOGNE FRANCHE COMTE,2170.47155,130.2993881,121.0980571,130.4044179
Rennes,ILLE ET VILAINE,BRETAGNE,1507.007237,132.4083083,126.0323593,130.4014265
La Valette-du-Var,VAR,PROVENCE ALPES COTE D'AZUR,2304.162342,136.1378122,126.0852577,130.4010693
Neufchâtel-en-Bray,SEINE MARITIME,NORMANDIE,4722,128.5448196,129.9892062,130.3895944
Rethel,ARDENNES,GRAND EST,2423.795556,129.5107089,142.1959673,130.3766828
Planèzes,PYRENEES ORIENTALES,OCCITANIE,102,119.5038098,123.1118768,130.36793
Metz,MOSELLE,GRAND EST,3516.610165,133.0578677,118.78474,130.3641076
Toulon,VAR,PROVENCE ALPES COTE D'AZUR,2071.344116,132.2507525,124.5396206,130.3613549
Gennevilliers,HAUTS DE SEINE,ILE DE FRANCE,2199.709344,134.5092844,125.1588726,130.3535817
Angers,MAINE ET LOIRE,PAYS DE LA LOIRE,4173.511908,129.3760075,108.1043971,130.346761
Bordeaux,GIRONDE,NOUVELLE AQUITAINE,1470.663051,126.7811159,117.3348658,130.3444255
Nancy,MEURTHE ET MOSELLE,GRAND EST,2479.550556,122.1817203,103.3777776,130.3375688
Lalevade-d'Ardèche,ARDECHE,AUVERGNE RHONE ALPES,1100,129.053594,122.294522,130.3343168
Lorient,MORBIHAN,BRETAGNE,1619.640445,131.3881892,121.4525941,130.3294511
Landivisiau,FINISTERE,BRETAGNE,1987.162541,129.1193743,148.099971,130.3276189
Balma,HAUTE GARONNE,OCCITANIE,312.1137001,125.5153519,117.340901,130.318301
Limoges,HAUTE VIENNE,NOUVELLE AQUITAINE,1281.572151,125.1446737,119.0956939,130.3156909
Saint-Étienne,LOIRE,AUVERGNE RHONE ALPES,3662.412957,130.5332632,120.3262887,130.3072664
Besançon,DOUBS,BOURGOGNE FRANCHE COMTE,2283.623305,127.9429827,115.7214598,130.3062185
Ouge,HAUTE SAONE,BOURGOGNE FRANCHE COMTE,104,131.2152207,138.4685978,130.298609
Caen,CALVADOS,NORMANDIE,2684.834272,129.3126134,114.5764076,130.2889049
Le Mans,SARTHE,PAYS DE LA LOIRE,1458.81041,124.3321749,108.2396906,130.2747584
Coulommiers,SEINE ET MARNE,ILE DE FRANCE,1997.187526,142.5043708,138.9565286,130.2711904
Creil,OISE,HAUTS DE FRANCE,2361.077184,137.8525698,127.2843003,130.2537365
Nancy,MEURTHE ET MOSELLE,GRAND EST,2289.24322,122.0238297,103.0659495,130.2402352
Laval,MAYENNE,PAYS DE LA LOIRE,2776.068237,134.9566403,124.1243524,130.2105616
Fornex,ARIEGE,OCCITANIE,113,126.8256587,133.6418274,130.2000333
Toulouse,HAUTE GARONNE,OCCITANIE,3451.544572,134.5069532,129.0031595,130.1892453
Rosny-sous-Bois,SEINE SAINT DENIS,ILE DE FRANCE,35.09633862,142.5107745,125.559783,130.1872075
Rennes,ILLE ET VILAINE,BRETAGNE,2913.889593,131.0619858,123.2242951,130.183564
Lercoul,ARIEGE,OCCITANIE,25,121.6280144,107.690615,130.1750738
Arles,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,2038.673715,126.9616187,130.7132782,130.1671302
Angers,MAINE ET LOIRE,PAYS DE LA LOIRE,3773.847097,128.8432664,111.356175,130.1644374
Montreuil-Bellay,MAINE ET LOIRE,PAYS DE LA LOIRE,1903.871585,129.5017734,119.2366849,130.1594682
La Roche-sur-Yon,VENDEE,PAYS DE LA LOIRE,2481.697133,140.0727557,122.4839229,130.1552916
Laval,MAYENNE,PAYS DE LA LOIRE,123.1960883,131.6221107,125.3201301,130.1515719
Antichan-de-Frontignes,HAUTE GARONNE,OCCITANIE,130,148.2698344,123.4986052,130.1512896
Vichy,ALLIER,AUVERGNE RHONE ALPES,3333.418135,118.3546949,111.3677989,130.1446599
Fougères,ILLE ET VILAINE,BRETAGNE,1756.791723,131.7358005,129.7736995,130.1312059
Amiens,SOMME,HAUTS DE FRANCE,4168.189768,127.7807019,106.679934,130.1254606
Bréménil,MEURTHE ET MOSELLE,GRAND EST,109,126.2633419,115.4989103,130.1251059
Fécamp,SEINE MARITIME,NORMANDIE,1469.979237,126.3607042,121.3181449,130.1203718
La Rochelle,CHARENTE MARITIME,NOUVELLE AQUITAINE,2365.041526,133.701327,117.5541804,130.1034361
Nice,ALPES MARITIMES,PROVENCE ALPES COTE D'AZUR,1460.532136,127.4477752,123.9616539,130.0943698
Nantes,LOIRE ATLANTIQUE,PAYS DE LA LOIRE,4974.388383,127.7351755,117.1835582,130.0901538
Pont-à-Mousson,MEURTHE ET MOSELLE,GRAND EST,3298.69072,124.9263821,133.6316064,130.0780774
Saint-Herblain,LOIRE ATLANTIQUE,PAYS DE LA LOIRE,41.59321619,129.1112142,119.8177308,130.0633868
Laval,MAYENNE,PAYS DE LA LOIRE,3309.700278,135.5525953,123.5362215,130.0586015
Saint-Malo,ILLE ET VILAINE,BRETAGNE,2408.467965,133.0329635,120.0473011,130.0545327
Charigny,COTE D'OR,BOURGOGNE FRANCHE COMTE,35,131.1962474,127.8739866,130.0536113
Chalon-sur-Saône,SAONE ET LOIRE,BOURGOGNE FRANCHE COMTE,2817.649012,134.591093,127.17643,130.0510205
Clermont-Ferrand,PUY DE DOME,AUVERGNE RHONE ALPES,2066.379545,126.6264567,110.0654666,130.0353303
Le Grand-Quevilly,SEINE MARITIME,NORMANDIE,2355.353644,130.1994628,126.0484556,130.0281016
La Ferté-Bernard,SARTHE,PAYS DE LA LOIRE,1988.331936,124.4445857,123.1467953,130.0137601
Lille,NORD,HAUTS DE FRANCE,2675.671894,126.4571851,120.1969427,129.9854551
Port-Vendres,PYRENEES ORIENTALES,OCCITANIE,1999.373968,122.0339531,125.284116,129.9736504
Angers,MAINE ET LOIRE,PAYS DE LA LOIRE,74.11722339,129.441878,111.8420688,129.9725634
Brest,FINISTERE,BRETAGNE,2149.353622,128.0973263,110.4399892,129.970914
Sarrebourg,MOSELLE,GRAND EST,2618.627503,132.5231493,125.4597196,129.9625003
Montpellier,HERAULT,OCCITANIE,2769.436832,122.2329261,107.0790096,129.9571075
Bordeaux,GIRONDE,NOUVELLE AQUITAINE,2030.209266,124.8593881,113.6073841,129.9546227
Bagnolet,SEINE SAINT DENIS,ILE DE FRANCE,2858.971897,123.2998376,124.9425859,129.9402564
Puteaux,HAUTS DE SEINE,ILE DE FRANCE,1849.003879,131.5897005,125.1709108,129.9358478
Amiens,SOMME,HAUTS DE FRANCE,1056.462247,128.2355861,113.7922131,129.9330115
Belfort,TERRITOIRE DE BELFORT,BOURGOGNE FRANCHE COMTE,2997.851313,125.5930203,119.3321235,129.9321354
Saint-Paul-de-Salers,CANTAL,AUVERGNE RHONE ALPES,105,126.2599854,125.1187881,129.9289803
Muret,HAUTE GARONNE,OCCITANIE,2635.511403,133.4497375,142.2672361,129.9171403
Dieppe,SEINE MARITIME,NORMANDIE,2815.35668,127.2966304,118.9382621,129.9105867
Nérac,LOT ET GARONNE,NOUVELLE AQUITAINE,2405.162973,127.6388857,128.0844222,129.9080856
Le Mans,SARTHE,PAYS DE LA LOIRE,2750.394352,126.0417038,106.3883058,129.9073582
Manaurie,DORDOGNE,NOUVELLE AQUITAINE,140,129.1255389,132.0530327,129.8984972
Gérardmer,VOSGES,GRAND EST,2617.694738,125.5930962,131.284462,129.878252
Verdun-sur-le-Doubs,SAONE ET LOIRE,BOURGOGNE FRANCHE COMTE,1115,133.5619096,156.5956354,129.8777965
Grenoble,ISERE,AUVERGNE RHONE ALPES,2589.747946,131.7377282,113.5624535,129.875667
Saint-Bonnot,NIEVRE,BOURGOGNE FRANCHE COMTE,132,119.6739508,112.208499,129.8663047
Caen,CALVADOS,NORMANDIE,1873.772633,127.8955142,111.466233,129.8652829
Le Mêle-sur-Sarthe,ORNE,NORMANDIE,709,128.6835273,140.7139995,129.8615977
Épinal,VOSGES,GRAND EST,2983.219055,129.2229322,119.6771526,129.847148
Amiens,SOMME,HAUTS DE FRANCE,1058.063483,126.5051797,115.7738071,129.8396954
Amiens,SOMME,HAUTS DE FRANCE,2717.87223,126.6787637,115.5505151,129.8363714
Maubeuge,NORD,HAUTS DE FRANCE,928.5719272,126.7411158,121.540321,129.8280099
Colmar,HAUT RHIN,GRAND EST,2328.800074,136.2410829,128.6862422,129.8262676
Le Mans,SARTHE,PAYS DE LA LOIRE,2067.614523,124.4580762,110.4364929,129.8209876
Château-Thierry,AISNE,HAUTS DE FRANCE,4083.657893,130.6331152,126.7780881,129.8179102
Saint-Priest,RHONE,AUVERGNE RHONE ALPES,2827.688632,125.925335,122.3905562,129.8133732
Saint-Malo,ILLE ET VILAINE,BRETAGNE,1626.923747,134.2279056,118.5895139,129.8088924
Raix,CHARENTE,NOUVELLE AQUITAINE,149,129.6548104,133.6020022,129.7987493
Bourges,CHER,CENTRE VAL DE LOIRE,2598.154368,129.0887402,120.8145129,129.7880311
Rodez,AVEYRON,OCCITANIE,3434.939718,145.8003399,129.322468,129.7817538
Lisieux,CALVADOS,NORMANDIE,1776.530983,127.9963298,119.8092923,129.7511612
Nice,ALPES MARITIMES,PROVENCE ALPES COTE D'AZUR,4226.458204,128.9221127,124.9700231,129.7407793
Hesdin,PAS DE CALAIS,HAUTS DE FRANCE,2224,131.5555428,135.7714731,129.7392299
Pierrelatte,DROME,AUVERGNE RHONE ALPES,2806.633617,129.8134958,136.6657007,129.7201726
Perpignan,PYRENEES ORIENTALES,OCCITANIE,2726.724943,121.1569803,116.4604498,129.7043928
Saint-Denis,LA REUNION,LA REUNION,1685.216583,129.6956599,119.4629098,129.6956599
Paris 9e Arrondissement,PARIS,ILE DE FRANCE,515.670354,116.9138834,124.0428211,129.6940142
Marseille 14e Arrondissement,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,2502.03756,125.1149459,124.5449151,129.6724895
Mercey-sur-Saône,HAUTE SAONE,BOURGOGNE FRANCHE COMTE,134,132.5147812,132.0562035,129.6662226
Lille,NORD,HAUTS DE FRANCE,2038.78019,125.1302445,117.5812723,129.6506659
Le Mans,SARTHE,PAYS DE LA LOIRE,2355.303246,125.6215278,109.0442553,129.6502834
Martigues,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,3056.422767,127.0849595,126.4729108,129.6488199
Joué-lès-Tours,INDRE ET LOIRE,CENTRE VAL DE LOIRE,1618.528293,128.7679357,116.7879976,129.6459311
Le Mans,SARTHE,PAYS DE LA LOIRE,2391.201391,123.9763868,110.9459875,129.6403038
Vitry-sur-Seine,VAL DE MARNE,ILE DE FRANCE,1969.891292,125.546038,125.2018047,129.6071193
Lorient,MORBIHAN,BRETAGNE,2649.473126,130.7787328,120.554122,129.6051318
Narbonne,AUDE,OCCITANIE,2657.72197,132.9525556,130.3406765,129.6050436
Montauban,TARN ET GARONNE,OCCITANIE,2778.019649,140.9278065,126.6038851,129.5994075
Stenay,MEUSE,GRAND EST,2673,128.7977826,116.0443778,129.595892
Coutances,MANCHE,NORMANDIE,1605.519687,132.810977,127.4631344,129.5847713
Troyes,AUBE,GRAND EST,2756.647359,121.709282,107.2821035,129.582803
Quemigny-sur-Seine,COTE D'OR,BOURGOGNE FRANCHE COMTE,94,130.2332966,129.0425817,129.5802426
Nancy,MEURTHE ET MOSELLE,GRAND EST,2743.707325,123.458258,109.3322556,129.5770689
Romans-sur-Isère,DROME,AUVERGNE RHONE ALPES,2350.396919,128.1193582,124.4361801,129.5705607
Belfort,TERRITOIRE DE BELFORT,BOURGOGNE FRANCHE COMTE,3030.517129,123.8411903,117.2390754,129.5704568
Tarbes,HAUTES PYRENEES,OCCITANIE,2126.013363,129.5499211,117.2164317,129.5704217
Riom,PUY DE DOME,AUVERGNE RHONE ALPES,4009.097742,126.6122583,128.7509382,129.5649887
Deauville,CALVADOS,NORMANDIE,3678,128.518857,107.0182858,129.5612317
Aurillac,CANTAL,AUVERGNE RHONE ALPES,2916.666471,129.2061535,125.500042,129.560654
Montbéliard,DOUBS,BOURGOGNE FRANCHE COMTE,2248.155078,128.8795436,123.87736,129.5498244
Roubaix,NORD,HAUTS DE FRANCE,2986.013405,126.699688,122.6033618,129.5464647
Saint-Denis,LA REUNION,LA REUNION,1789.647534,129.5463323,122.9882956,129.5463323
Besançon,DOUBS,BOURGOGNE FRANCHE COMTE,1817.891646,129.2943349,119.1732356,129.5273474
Saint-Lô,MANCHE,NORMANDIE,1844.235119,133.9417885,131.9525938,129.5228707
Grenoble,ISERE,AUVERGNE RHONE ALPES,2020.034937,132.4310653,122.5565963,129.5206934
Gentilly,VAL DE MARNE,ILE DE FRANCE,1623.6382,126.6815164,124.453941,129.5112073
Wattrelos,NORD,HAUTS DE FRANCE,1769.172605,126.8093804,122.7336793,129.5110898
Carcassonne,AUDE,OCCITANIE,1825.187585,130.9606017,128.1700124,129.4982225
Istres,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,1814.747596,125.2779442,124.5203672,129.49766
Muret,HAUTE GARONNE,OCCITANIE,2187.674927,134.26488,145.3130991,129.474513
Chasseneuil-du-Poitou,VIENNE,NOUVELLE AQUITAINE,227.7790833,119.2017485,91.4606106,129.473917
Lorient,MORBIHAN,BRETAGNE,2116.759898,133.0186445,121.6101379,129.464614
Grenoble,ISERE,AUVERGNE RHONE ALPES,2502.45169,131.4200325,114.3578773,129.4567041
Montluçon,ALLIER,AUVERGNE RHONE ALPES,2068.478942,120.6582433,110.7998723,129.4484215
Vierzon,CHER,CENTRE VAL DE LOIRE,1693.733393,126.9622078,115.8483096,129.4483999
Auxerre,YONNE,BOURGOGNE FRANCHE COMTE,2891.360837,130.6439207,121.1803665,129.445679
Paris 14e Arrondissement,PARIS,ILE DE FRANCE,1897.98235,116.4834993,124.8857271,129.4432215
Alos,ARIEGE,OCCITANIE,115,124.4211343,132.9980296,129.4340164
Villeneuve-sur-Lot,LOT ET GARONNE,NOUVELLE AQUITAINE,3741.879063,126.9979781,125.5071217,129.4256575
Égliseneuve-d'Entraigues,PUY DE DOME,AUVERGNE RHONE ALPES,358,125.7933096,119.5512108,129.4250309
Perpignan,PYRENEES ORIENTALES,OCCITANIE,559.9915385,123.8043957,119.8393537,129.4242986
Wattignies,NORD,HAUTS DE FRANCE,2397.194616,126.0350507,120.778011,129.4216721
Marseille 7e Arrondissement,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,2211.71114,129.5065025,129.1900621,129.4213483
Besançon,DOUBS,BOURGOGNE FRANCHE COMTE,2525.926426,127.7967493,117.5296225,129.4202438
Aix-en-Provence,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,2316.436301,125.5927306,124.6464777,129.4162563
Reims,MARNE,GRAND EST,1668.759478,125.2803503,116.940858,129.4130568
Vanves,HAUTS DE SEINE,ILE DE FRANCE,2159.005695,130.1747132,124.4528263,129.4127294
Strasbourg,BAS RHIN,GRAND EST,2228.548788,130.6035083,115.9019311,129.4102131
Lorient,MORBIHAN,BRETAGNE,1458.504261,131.6557409,120.693362,129.4059017
Paris 11e Arrondissement,PARIS,ILE DE FRANCE,1676.006983,123.6658142,124.3650037,129.4028459
Agde,HERAULT,OCCITANIE,2188.661075,125.0232104,126.7425522,129.3920265
Lyon 9e Arrondissement,RHONE,AUVERGNE RHONE ALPES,2470.227916,124.4220543,120.3777517,129.3780455
Aubière,PUY DE DOME,AUVERGNE RHONE ALPES,2684.175402,126.3066516,114.2349551,129.3443899
Albertville,SAVOIE,AUVERGNE RHONE ALPES,2165.255,132.2257222,126.4703829,129.3402661
Paris 14e Arrondissement,PARIS,ILE DE FRANCE,2317.198008,118.1318267,124.5429763,129.3366455
Roanne,LOIRE,AUVERGNE RHONE ALPES,1982.533898,127.550323,125.434142,129.3294258
Nancy,MEURTHE ET MOSELLE,GRAND EST,1774.877524,124.643152,114.1381868,129.3217413
Périgueux,DORDOGNE,NOUVELLE AQUITAINE,2128.28711,136.2418898,123.3351007,129.3104598
Aillières-Beauvoir,SARTHE,PAYS DE LA LOIRE,219,123.0517079,118.9542877,129.2993927
Pailherols,CANTAL,AUVERGNE RHONE ALPES,130,133.809711,137.7903198,129.2956645
Mayenne,MAYENNE,PAYS DE LA LOIRE,1787.259661,131.8313428,134.2097622,129.295163
Béziers,HERAULT,OCCITANIE,2326.334506,124.2426008,120.9539631,129.2949203
Ajaccio,CORSE DU SUD,CORSE,2103.797043,133.2699279,132.0760403,129.2883195
Brest,FINISTERE,BRETAGNE,2960.40874,127.7403415,108.2135549,129.285146
Bordeaux,GIRONDE,NOUVELLE AQUITAINE,3021.446095,127.5908698,121.535174,129.273832
Vendôme,LOIR ET CHER,CENTRE VAL DE LOIRE,2936.59886,132.2413975,125.4741673,129.2576141
Carmaux,TARN,OCCITANIE,2421.792477,132.2436458,129.2183281,129.2545704
Bourgoin-Jallieu,ISERE,AUVERGNE RHONE ALPES,2783.148819,132.928634,135.8749275,129.2326916
Nancy,MEURTHE ET MOSELLE,GRAND EST,3172.670284,122.6922417,107.5406923,129.2295744
Pornichet,LOIRE ATLANTIQUE,PAYS DE LA LOIRE,2398.256165,132.8198004,121.2818252,129.2289976
Le Havre,SEINE MARITIME,NORMANDIE,1826.42227,125.1248109,116.7846622,129.2286453
Boulogne-sur-Mer,PAS DE CALAIS,HAUTS DE FRANCE,1701.710846,131.1548961,120.1568979,129.2243809
Alençon,ORNE,NORMANDIE,2850.070903,130.855082,120.2162354,129.2236144
Limoges,HAUTE VIENNE,NOUVELLE AQUITAINE,2192.941199,123.6338604,116.3570533,129.221413
Le Mans,SARTHE,PAYS DE LA LOIRE,2776.346672,124.5335184,110.1920895,129.2182998
Gonesse,VAL D OISE,ILE DE FRANCE,754.8192935,133.5141862,131.6793162,129.1945059
Carrouges,ORNE,NORMANDIE,671,126.4899807,131.3949564,129.1937094
Toulouse,HAUTE GARONNE,OCCITANIE,3917.076481,121.30871,109.8944864,129.1817305
Châtenay-Malabry,HAUTS DE SEINE,ILE DE FRANCE,2411.438509,131.9383138,124.7003998,129.1801079
Lyon 9e Arrondissement,RHONE,AUVERGNE RHONE ALPES,1569.592734,124.8674801,121.1016077,129.1675428
Nevers,NIEVRE,BOURGOGNE FRANCHE COMTE,1875.400972,125.1335871,119.1895955,129.1647134
Saint-Genis-Laval,RHONE,AUVERGNE RHONE ALPES,1918.521398,122.9298573,118.6089372,129.1587518
Nice,ALPES MARITIMES,PROVENCE ALPES COTE D'AZUR,2068.621152,126.4874141,122.8977435,129.1539306
Sens,YONNE,BOURGOGNE FRANCHE COMTE,1983.643178,129.4606889,120.7149251,129.1523915
Saint-Gaudens,HAUTE GARONNE,OCCITANIE,1629.023874,139.8832241,120.6996427,129.1451182
Compiègne,OISE,HAUTS DE FRANCE,2180.260018,136.4283326,119.089795,129.1368284
Castres,TARN,OCCITANIE,1798.507616,133.8510045,123.4434855,129.136767
Mont-Saint-Aignan,SEINE MARITIME,NORMANDIE,1420.494592,124.0053679,112.8342114,129.1300451
Gland,YONNE,BOURGOGNE FRANCHE COMTE,39,124.7416201,119.3083991,129.1177947
Vandoeuvre-lès-Nancy,MEURTHE ET MOSELLE,GRAND EST,1662.971824,123.9156223,112.131669,129.1116442
Lille,NORD,HAUTS DE FRANCE,3040.920821,125.0347172,118.4520448,129.1015195
Villejuif,VAL DE MARNE,ILE DE FRANCE,2443.590401,127.1182317,124.7631046,129.0998045
Niort,DEUX SEVRES,NOUVELLE AQUITAINE,2478.243404,141.5424608,130.163595,129.0970152
Béthune,PAS DE CALAIS,HAUTS DE FRANCE,3365.687819,132.2397168,133.3154909,129.0953595
Labégude,ARDECHE,AUVERGNE RHONE ALPES,1410,128.4412291,112.719154,129.0908153
Dijon,COTE D'OR,BOURGOGNE FRANCHE COMTE,1881.254776,125.663985,113.9216345,129.0809105
Mourenx,PYRENEES ATLANTIQUES,NOUVELLE AQUITAINE,3369.54163,130.3950412,137.0863556,129.0711056
La Ciotat,BOUCHES DU RHONE,PROVENCE ALPES COTE D'AZUR,1234.139398,126.589899,126.0976849,129.06773
Marmande,LOT ET GARONNE,NOUVELLE AQUITAINE,2139.110895,128.6663311,128.3962967,129.0546384
Arcachon,GIRONDE,NOUVELLE AQUITAINE,3351.022611,137.3229383,121.1474618,129.053276
Paris 8e Arrondissement,PARIS,ILE DE FRANCE,507.9782299,114.3934006,124.2999883,129.0407854
L'Aigle,ORNE,NORMANDIE,1554.505603,128.357508,120.3259404,129.0394519
La Rochelle,CHARENTE MARITIME,NOUVELLE AQUITAINE,2409.315496,133.0338768,116.352382,129.0373671
Manosque,ALPES DE HAUTE PROVENCE,PROVENCE ALPES COTE D'AZUR,1945.989358,135.9223596,136.8790242,129.0247485
Belfort,TERRITOIRE DE BELFORT,BOURGOGNE FRANCHE COMTE,1427.969747,127.6341611,123.5461373,129.0240547
Lille,NORD,HAUTS DE FRANCE,2017.799572,127.1194985,124.3061646,129.0181703
Noisy-le-Grand,SEINE SAINT DENIS,ILE DE FRANCE,1809.702182,123.1205108,124.1342023,129.0149286
Pamiers,ARIEGE,OCCITANIE,1886.273325,125.6731033,123.7376235,129.0118452
Lucé,EURE ET LOIR,CENTRE VAL DE LOIRE,3673.062642,134.7255211,126.5679566,129.009761
Avéron-Bergelle,GERS,OCCITANIE,146,133.5740886,127.7669892,129.0064438
La Chapelle-Bertin,HAUTE LOIRE,AUVERGNE RHONE ALPES,50,130.0033622,123.072349,128.9971959
Toulouse,HAUTE GARONNE,OCCITANIE,3240.086012,118.8550032,106.5722926,128.9969596
Caluire-et-Cuire,RHONE,AUVERGNE RHONE ALPES,2514.019336,124.421784,120.5133884,128.9893238
Mantes-la-Jolie,YVELINES,ILE DE FRANCE,2042.704103,143.9083565,132.1629055,128.983005
Fort-Mahon-Plage,SOMME,HAUTS DE FRANCE,1219,123.5109432,123.3653636,128.9822094
Saint-Brevin-les-Pins,LOIRE ATLANTIQUE,PAYS DE LA LOIRE,2239.045474,133.383452,130.2885638,128.9791579
Darnétal,SEINE MARITIME,NORMANDIE,1593.045271,124.259919,114.0036381,128.9786993
Mulhouse,HAUT RHIN,GRAND EST,1983.288083,135.4962832,126.3310201,128.9785798
Cognac,CHARENTE,NOUVELLE AQUITAINE,2067.527874,130.4967078,119.6758098,128.9666379
Toulouse,HAUTE GARONNE,OCCITANIE,5449.612048,123.6860264,113.220701,128.9664062
Nancy,MEURTHE ET MOSELLE,GRAND EST,4839.186779,121.7229205,104.9783007,128.9655498
Graulhet,TARN,OCCITANIE,1599.502113,132.2133991,135.9938576,128.9637772
Perpignan,PYRENEES ORIENTALES,OCCITANIE,2412.000034,122.3550638,118.4529168,128.9620915
Quimper,FINISTERE,BRETAGNE,2252.301851,126.3113384,118.1392944,128.9607731
Pornic,LOIRE ATLANTIQUE,PAYS DE LA LOIRE,2355.422204,133.1249697,128.6651496,128.9606804
Talence,GIRONDE,NOUVELLE AQUITAINE,2481.179171,123.6303793,112.8479815,128.9582817
Anglet,PYRENEES ATLANTIQUES,NOUVELLE AQUITAINE,2347.35886,127.6665499,113.1726057,128.9294481
